,Team Name,QB,RB,WR,TE
0,DET,16.660000324249268,14.349999889731409,33.37499991804361,16.97499993443489
0,MIA,21.26000003516674,24.349999964237213,41.6750003695488,13.000000178813934
0,ARI,20.374999856576324,31.675000622868538,31.24999949336052,9.400000184774399
0,ATL,26.360000014305115,12.89999989233911,27.950000286102295,15.399999916553499
0,BAL,10.095000088214874,17.575000036507845,38.350000113248825,6.525000095367432
0,BUF,7.569999843835831,21.67499976232648,28.624999821186066,6.3000001311302185
0,CAR,12.334999918937683,29.62499976158142,26.925000190734863,8.250000178813934
0,CHI,22.367999792099,30.299999749660493,36.839999771118165,14.44000015258789
0,CIN,16.924999713897705,21.569999992847443,31.725000143051147,15.250000238418579
0,CLE,11.614999761804938,13.375000223517418,19.75000038743019,8.649999976158142
0,DAL,8.284999769181013,13.100000001490116,23.250000298023224,9.125000089406967
0,DEN,24.800000190734863,43.95000022649765,43.05000042915344,15.149999976158142
0,GB,15.644999623298645,29.024999856948853,29.40000021457672,10.550000011920929
0,HOU,18.91499987244606,25.32499986886978,25.825000166893005,11.225000083446503
0,MIN,26.459999561309814,15.625000178813934,49.36500042676926,9.29999989271164
0,NE,11.520000129938126,20.450000077486038,35.30000019073486,6.874999970197678
0,NO,21.505000114440918,15.124999940395355,36.79999981820583,6.549999952316284
0,NYG,16.13999960385263,23.85000015795231,31.64999970793724,11.050000071525574
0,NYJ,14.300000190734863,23.249999687075615,25.500000059604645,18.325000047683716
0,PHI,20.584999799728394,13.500000024214387,46.375000059604645,15.900000184774399
0,PIT,16.92499990388751,24.785000063478947,46.8000003695488,7.025000035762787
0,SEA,24.455000400543213,19.800000190734863,48.19999995827675,8.849999994039536
0,SF,12.809999871999027,18.250000089406967,38.92500004172325,8.750000059604645
0,TB,13.869999527931213,20.47499978542328,33.65000034868717,9.050000101327896
0,TEN,15.765000201761723,13.200000204145908,46.8000008109957,8.049999959766865
0,WAS,21.431999835371972,17.71999997496605,44.38000009059906,7.900000047683716
0,KC,19.195000171661377,15.399999737739563,29.09000001847744,12.499999821186066
0,IND,23.644999742507935,22.175000071525574,43.075000178068876,11.349999785423279
0,LA,15.394999980926514,15.299999944865704,31.375000178813934,12.475000083446503
0,LAC,20.920000076293945,23.624999910593033,47.35000014305115,9.799999952316284
